,feature_importance,feature_name
1,0.18,P_tim_popularity
0,0.12,P_tim_TYFCB
2,0.1,P_tim_retention
8,0.08,P_by_S
3,0.06,P2_tim_V
4,0.06,year_of_membership
5,0.06,P_by_M
6,0.06,RRI
7,0.04,P2
9,0.04,CEU
10,0.04,1-2-1
11,0.04,RGI
12,0.04,RGO
13,0.04,chapter_size
14,0.04,RRO
