,feature_importance,feature_name
1,0.22,P_tim_popularity
0,0.2,P_tim_TYFCB
2,0.14,P_tim_retention
3,0.1,1-2-1
4,0.08,P_by_M
5,0.08,P2
6,0.06,P2_tim_V
7,0.06,RRI
8,0.06,year_of_membership
