,feature_importance,feature_name
1,0.14,P_tim_TYFCB
0,0.12,P_tim_popularity
2,0.1,P_tim_retention
3,0.1,P_by_S
6,0.08,P_by_M
4,0.06,P2_tim_V
7,0.06,RRI
8,0.06,P2
10,0.06,1-2-1
11,0.06,RGI
5,0.04,year_of_membership
9,0.04,CEU
12,0.04,RGO
13,0.04,chapter_size
