,feature_importance,feature_name
0,0.3381287507398488,A
1,0.28661251773769747,year_of_membership
2,0.22647417351610655,P_tim_popularity
3,0.2060423811354029,P2
4,0.19191815073494348,chapter_size
5,0.1726759240886536,M
6,0.17077282152589318,P_by_M
7,0.16455423847512268,1-2-1
8,0.14494659697715187,P_by_S
9,0.14398751810243748,RGO
10,0.13904217518192497,P_tim_TYFCB
11,0.1374253510059117,RGI
12,0.13132791212389242,total_meetings
13,0.09820496158030842,L
14,0.09366261613262268,P2_tim_V
15,0.04419581146175729,RRI
16,0.027315102680874132,P_tim_retention
