,feature_importance,feature_name
0,0.32390087118585476,A
1,0.2853731736918111,year_of_membership
2,0.22727232005426373,P_tim_popularity
3,0.19596952179647573,P2
4,0.19157104227619268,chapter_size
5,0.17496901506574533,M
6,0.17127614346442951,P_by_M
7,0.16390279078222525,1-2-1
8,0.14695303657334535,P_by_S
9,0.14485308944407566,RGO
10,0.1390481088543726,P_tim_TYFCB
11,0.13780819241583017,RGI
12,0.13431781733433518,total_meetings
13,0.0969991099459355,L
14,0.09196427809358301,P2_tim_V
15,0.04382704540045642,RRI
16,0.027683209565179754,P_tim_retention
17,0.02431108446531911,P_by_A
