,feature_importance,feature_name
0,0.26,P_tim_popularity
1,0.22,P_tim_TYFCB
3,0.14,1-2-1
2,0.12,P_tim_retention
4,0.08,P_by_M
6,0.08,P2_tim_V
7,0.06,RRI
5,0.04,P2
