,feature_importance,feature_name
17,0.18,P_tim_popularity
19,0.12,P_tim_TYFCB
9,0.08,year_of_membership
20,0.06,P2
18,0.06,P2_tim_V
5,0.06,RRI
15,0.06,P_tim_retention
14,0.04,P_by_S
10,0.04,chapter_size
8,0.04,CEU
7,0.04,1-2-1
6,0.04,RRO
4,0.04,RGO
3,0.04,RGI
1,0.02,L
12,0.02,P_by_A
13,0.02,P_by_M
16,0.02,P_tim_growth
2,0.02,M
11,0.0,total_meetings
0,0.0,A
