,feature_importance,feature_name
0,0.18,P_tim_popularity
1,0.12,P_tim_TYFCB
5,0.08,P_tim_retention
2,0.08,year_of_membership
8,0.06,P_by_M
4,0.06,RRI
3,0.06,P2_tim_V
6,0.04,P2
7,0.04,1-2-1
9,0.04,RGI
10,0.04,RGO
11,0.04,chapter_size
12,0.04,RRO
13,0.04,P_by_S
14,0.04,CEU
15,0.02,L
16,0.02,P_by_A
