,feature_importance,feature_name
1,0.26,P_tim_popularity
0,0.14,P_tim_TYFCB
2,0.14,P_tim_retention
4,0.06,P_by_M
6,0.06,RRI
8,0.06,1-2-1
3,0.04,P_by_S
5,0.04,P2_tim_V
7,0.04,P2
9,0.04,RGI
10,0.04,year_of_membership
11,0.04,CEU
12,0.04,RGO
